博文网址,发帖子人,博文发布时间,来自,博文内容,转发数,评论数,点赞数,博文图片,博文视频,评论者,评论内容,评论时间,评论点赞,二级评论人,二级评论内容,二级评论时间,二级评论点赞
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,月亮说她都忘记了,为什么要把员工名字写上？进度监督你们内部监督就行了，老板就应该出来抗锅，让员工负责是什么意思？写进度ok，别写大名ok？你是员工的话你愿意吗？这明明是一个公司（主要是ceo）的问题。难道出了事是这几个部门负责人付法律责任吗？这样的老板真是没有人性。,2月24日 11:33,1616,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,烊烊耶啵搞不清谁是本命,为什么非要用鲜血去换整改？滴滴曾经的警示还不够吗？为什么不能自觉地引以为戒呢？这种垃圾软件请直接封了吧！！！,2月24日 11:37,1596,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,小r吃很多,有dy网友亲自在夜晚重新开车经过偏航路段一盏灯都没有视线范围只有车灯照的地方试问平常人会去在夜晚走那段路吗？你偏线也偏个正常的吧？,2月24日 11:40,1311,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,蜡笔小新的故事·,该约谈一下了，是时候去喝个茶了。,2月24日 11:31,937,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,啃口大饼好过冬,货拉拉其实超级混乱，随便推单也没有投诉机制，说甩客就甩客，送货不负责装卸，到了才加价！~~同城我宁愿路边找三轮车都比货拉拉来的诚实守信,2月24日 11:45,824,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,summy诺言,其实老实人就是平时没本事，社交能力极低，情商极差，内心却很坏的很，所以老实男人就应该被看不起，话说到这了，以后再有女生找老实人嫁了，那些女生就是傻。​​​,2月24日 12:48,589,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,千黛汐Rebecca,女孩太惨了希望能查明真相跳窗后脑勺着地就很离谱,2月24日 11:35,443,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,红中Kiss,四次偏航，死无对证。没行车记录仪。也没按货拉拉导航走，鬼知道发生什么。,2月24日 11:53,357,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,secret85951005,女孩子在外独自搬家真的很难，曾经帮同学搬家，司机接单后打电话来问需不需要帮忙搬，20一趟一层楼，如果回复不需要就会让取消订单，平台投诉没有任何办法，前后联系了好几单司机都是这样，整整拖了大半天，这个家才搬上，没人能管得了这些平台吗,2月24日 11:48,315,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,·赵丽颖的圈外情人·,她都不怕跳车了那车内肯定有什么比跳车更恐怖宁愿跳车求生也不愿待在车里……,2月24日 13:05,287,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,宝儿卡卡,望有关部门严查，给女孩一个交代,2月24日 11:31,216,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,是璇多多啊,23岁如花的年纪请一定要给她个说法,2月24日 11:34,196,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,XYF云凡,正常路线不走？就这司机还是“老实人”，别玷污了这三个字,2月24日 12:42,200,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,lx在努力呀,这个女孩累了一天都没有住上自己的房子,2月24日 12:34,194,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,L柯y圆x圆,女孩如果没有收到严重的威胁，不可能会选择跳车,2月24日 12:03,145,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,有一米八,所以事情经过是什么查明白了吗,2月24日 11:30,108,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,骑猪上班_,再警方证据出来之前，各位“诸葛亮”就不要乱喷把罪名强加给司机。如果女乘客自己想不开，那就不要出门害人，要死在家死。如果驾驶员图谋不轨，心有歹念，那么他必将会受到法律的严惩。到底是什么真实情况，一切待官方通报，我相信法律不会冤枉一个好人，也不会放过一个垃圾！,2月24日 11:40,76,,,,
https://weibo.com/2656274875/K3oq29zNV?refer_flag=1001030103_&type=comment#_rnd1614998114723,央视新闻,2月24日 11:29,微博 weibo.com,"
                                                                                                                        【#央视评女孩跳车身亡货拉拉难辞其咎#：#非正常死亡事件暴露出货拉拉种种不正常#】如果正常，行车应有录音，既保证乘客也保护司机；如果正常，偏航应有预警，让安全可控；如果正常，平台应第一时间获知行车异常状况……可悲剧暴露了货拉拉在安全保障系统上的各种非正常！目前，货拉拉发布道歉声明，可惜这种安全意识来晚了，又是付出悲剧代价后，才看到漏洞和问题。这起震动公众安全感的非正常死亡事件，再次为全行业敲响了警钟——人命关天，运营规范无小事、安全保障无小事！#央视热评#                                            ",4128,9378,233718,http://wx2.sinaimg.cn/mw690/002TLsr9ly1gnygri5f11j60sg3zhwz202.jpg,,昊高物远,就不能等警方调查结论出来之后再落井下石吗,2月24日 11:31,78,,,,
