博文网址,发帖子人,博文发布时间,来自,博文内容,转发数,评论数,点赞数,博文图片,博文视频,评论者,评论内容,评论时间,评论点赞,二级评论人,二级评论内容,二级评论时间,二级评论点赞
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,十_麓,女孩只是失去了生命而已，司机失去的可是他的超时费啊！,3月3日 11:12,9190,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,最近迷上了-,“过失致人死亡”几个字生生被有些人解读成了“过失杀人”，这是两种完全不同的概念，应付的法律责任也有很大差别。,3月3日 11:10,8324,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,亙粉,总有一些人，等不及官方通报，就急着发表结论，好像他们都TM是神探似的,3月3日 11:04,7917,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,Largamente,司机有心抢下一单，应该没心侵害女孩。但是司机忽略自身服务者应有的态度和没及时解释清楚偏航导致了女孩自救行为引发致命，确实存在重大过失。,3月3日 11:11,7464,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,意欢有点甜,评论又开始受害者有罪论了，女孩子有是否可以自主选择需要消费的自由。另外司机偏航，并且在女孩子提出质疑后不解释，要求停车也不理。难道还有理了。,3月3日 11:30,6066,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,梧枝有鱼,说起来，还是平台规则设置的问题吧。导致了乘客同司机的矛盾。司机的情绪明显没有控制好，因为他拒绝同乘客交流沟通，被误会，导致这次事件。,3月3日 10:59,5864,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,Sisiiwn,没别的意思。。。。51块钱搬家不算贵。。。而且这女的月薪不是两万吗，俩人态度好点就没这事儿了，俩人都有问题，不是单方面司机的问题,3月3日 11:21,5039,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,话梅茶理理,很多刚出社会的大学生并不清晰社会市场原则！比如你觉得搬运贵，自己搬运不花钱，但是却浪费了时间还有司机的耐心，司机，外卖很多都是时间算钱，经不起消磨，也会让人越来越没耐心！司机，外卖，快递，很多人文化程度不高，不会委婉说话，让人觉得粗鲁！所以一来二去，导致误会！,3月3日 11:33,4006,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,美早紀子,司机倒霉啥？骗航两次，还不阻止人家跳车，倒个j8霉,3月3日 11:33,4188,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,一时一时219,我的理解：司机赶时间赶下一单换了路线，女孩害怕并提出问题，估计前面已有语言不合，导致悲剧,3月3日 11:04,3007,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,上杉绘梨雨,说实话…50搬家真的不算多…,3月3日 11:11,2932,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,李雨馨小朋友的微博,1.“是否需要付费搬运服务”有选择性的付费服务我不选择这叫消费自由🙃2.人家女孩已经为了节约时间把东西搬到一楼夹层了🙃,3月3日 11:20,2815,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,咸鱼丁儿,我特别不能理解这个女孩，手机不是还在女孩手上吗？六分钟之前还在群里面跟同事讲话，那那时候为什么不可以打电话或发消息给自己的同事呢？跳什么车？和司机赌气？？,3月3日 11:12,2550,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,萌萌哒王小萌,这个通报看完整下来，感觉应该事情八九不离十了～哎！这大晚上的～一个想挣钱，一个想省钱。。。现在是一个要负责，一个没了命！,3月3日 11:11,2140,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,人间皆欢,看这个女孩的搬家视频，确实什么东西都没打包装箱，所有杂物都是一件件运，搬运确实需要很多时间，车里没有监控，只能靠猜了，心理学家都用上了，难为警察叔叔了,3月3日 11:14,2139,,,,
https://weibo.com/1686546714/K4sakAE9s?refer_flag=1001030103_&type=comment#_rnd1615001569784,环球网, 3月3日 10:52,微博 weibo.com,"
                                                                                                                        #货拉拉事件现场无打斗痕迹#【女生坐货拉拉跳车身亡最新通报： 涉事司机被批捕，现场无打斗痕迹】#货拉拉司机过失致人死亡案件情况通报##货拉拉跳车事件涉事司机被批捕#原标题：关于周某春涉嫌过失致人死亡案件的情况通报。近期，长沙市高新区发生的“货拉拉女乘客坠车死亡事件”受到社会广泛关注。该事件发生后，公安机关高度重视，抽调精干警力成立工作组，扎实开展前期调查和案件侦办工作。为回应社会关切，现将案件情况通报如图#货拉拉女用户跳车身亡事件最新通报#（来源：长沙高新公安）:                                            ",18623,110046,1658741,http://wx1.sinaimg.cn/mw690/001Q8zQmly1go6j0osr44j60d34mo7k602.jpg,,蓝与白的旋律,这件事，和之前快递小哥堵门骂顾客，快递员和店员因晚点互殴的，本质上都是平台资本对底层员工和顾客商家多重剥削导致的矛盾激化，应该从源头限制这些垄断市场的平台暴利剥削行为。,3月3日 11:21,2133,,,,
